Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,14.856315,15.083214,14.856315,15.05233,15.05233,94962614
2011-01-04,15.083962,15.097909,14.946975,14.996788,14.996788,73253547
2011-01-05,14.94573,15.201272,14.945232,15.16989,15.16989,101671667
2011-01-06,15.209989,15.403016,15.194298,15.280226,15.280226,82620526
2011-01-07,15.340251,15.398533,15.196291,15.353451,15.353451,84363033
2011-01-10,15.312605,15.3273,15.157187,15.29791,15.29791,63404769
2011-01-11,15.385083,15.412231,15.305133,15.342742,15.342742,57787794
2011-01-12,15.42593,15.42593,15.311857,15.364161,15.364161,65552790
2011-01-13,15.366652,15.4339,15.296664,15.359678,15.359678,53560006
2011-01-14,15.377362,15.548471,15.369392,15.546229,15.546229,94978674
2011-01-18,15.593053,15.989816,15.573377,15.931037,15.931037,145222296
2011-01-19,15.993054,16.013975,15.682717,15.734772,15.734772,136754676
2011-01-20,15.746229,15.792805,15.524062,15.610737,15.610737,220254485
2011-01-21,15.929791,15.983341,15.226926,15.238632,15.238632,357511035
2011-01-24,15.13253,15.25507,14.974621,15.219952,15.219952,184657557
2011-01-25,15.148221,15.459305,15.106378,15.439878,15.439878,146418764
2011-01-26,15.450338,15.504137,15.32456,15.354946,15.354946,81829572
2011-01-27,15.389566,15.434647,15.273999,15.362169,15.362169,81070738
2011-01-28,15.418956,15.451086,14.938009,14.968644,14.968644,169878368
2011-01-31,15.03365,15.055319,14.833152,14.952953,14.952953,112616538
2011-02-01,15.055817,15.27649,15.021446,15.218956,15.218956,110223602
2011-02-02,15.217959,15.301148,15.131533,15.242866,15.242866,70691981
2011-02-03,15.180101,15.229167,15.096664,15.196789,15.196789,60028160
2011-02-04,15.196789,15.228918,15.108619,15.217461,15.217461,62264511
2011-02-07,15.197038,15.402019,15.173376,15.299902,15.299902,72253814
2011-02-08,15.315842,15.432904,15.305382,15.40177,15.40177,68050116
2011-02-09,15.364161,15.42842,15.251334,15.354946,15.354946,73976246
2011-02-10,15.290189,15.379853,15.231907,15.353451,15.353451,93725996
2011-02-11,15.287449,15.566652,15.267773,15.554199,15.554199,103984303
2011-02-14,15.525307,15.682219,15.443115,15.645108,15.645108,85439051
2011-02-15,15.624436,15.693427,15.51933,15.545482,15.545482,83993653
2011-02-16,15.582344,15.604012,15.494423,15.547225,15.547225,67612482
2011-02-17,15.473252,15.622692,15.449093,15.573128,15.573128,59373716
2011-02-18,15.591559,15.720575,15.546229,15.693178,15.693178,129198459
2011-02-22,15.442866,15.564909,15.137511,15.198283,15.198283,146141730
2011-02-23,15.201272,15.310114,15.043613,15.225929,15.225929,116017237
2011-02-24,15.227673,15.270014,14.97761,15.163663,15.163663,108874565
2011-02-25,15.239379,15.310612,15.180599,15.194049,15.194049,77585724
2011-02-28,15.193053,15.354697,15.143488,15.277735,15.277735,91602065
2011-03-01,15.386826,15.422692,14.926552,14.962915,14.962915,133426247
2011-03-02,14.939005,15.093426,14.824185,14.963663,14.963663,81371863
2011-03-03,15.102891,15.230164,15.068519,15.182094,15.182094,78103658
2011-03-04,15.151459,15.167648,14.948968,14.959428,14.959428,120891439
2011-03-07,14.957685,15.035892,14.6202,14.736265,14.736265,139027162
2011-03-08,14.767896,14.893675,14.699901,14.752454,14.752454,91738575
2011-03-09,14.719826,14.807249,14.589067,14.739005,14.739005,86362499
2011-03-10,14.581346,14.610735,14.432155,14.453325,14.453325,125592995
2011-03-11,14.40152,14.445853,14.279726,14.363911,14.363911,121734587
2011-03-14,14.266526,14.403263,14.147472,14.196538,14.196538,113066217
2011-03-15,13.885454,14.221694,13.835641,14.185828,14.185828,160824559
2011-03-16,14.147223,14.191557,13.730535,13.875491,13.875491,152509508
2011-03-17,14.059302,14.17188,13.96117,13.981594,13.981594,116406692
2011-03-18,14.063287,14.146725,13.941245,13.974122,13.974122,132438559
2011-03-21,14.202266,14.440872,14.172378,14.35868,14.35868,121288923
2011-03-22,14.377858,14.426675,14.259303,14.379104,14.379104,75758903
2011-03-23,14.326052,14.506875,14.2466,14.499652,14.499652,72920303
2011-03-24,14.581096,14.65482,14.415965,14.61746,14.61746,84262658
2011-03-25,14.617211,14.617958,14.426924,14.439378,14.439378,114764559
2011-03-28,14.49741,14.570138,14.314097,14.330287,14.330287,89068604
2011-03-29,14.346227,14.492927,14.271756,14.488942,14.488942,64432607
2011-03-30,14.554944,14.58284,14.460299,14.491682,14.491682,57105245
